#PATH-POINTS-START Path
122.606,59.767,120,0
117.948,119.709,120
115.949,119.772,120
113.95,119.835,120
111.951,119.898,120
109.952,119.961,120
107.953,120.024,120
105.954,120.087,120
103.955,120.15,120
101.956,120.213,120
99.957,120.276,120
97.958,120.339,120
95.959,120.402,120
93.96,120.465,120
91.961,120.527,120
89.962,120.59,120
87.963,120.653,120
85.964,120.716,120
83.965,120.779,120
81.966,120.842,120
79.967,120.905,120
77.968,120.968,120
75.969,121.031,120
73.97,121.094,120
71.971,121.157,120
69.972,121.22,120
67.973,121.283,120
65.953,121.347,120,0
65.953,121.347,0,0
#PATH.JERRYIO-DATA {"appVersion":"0.10.0","format":"path.jerryio v0.1","gc":{"robotWidth":30,"robotHeight":30,"robotIsHolonomic":false,"showRobot":false,"uol":1,"pointDensity":2,"controlMagnetDistance":5,"fieldImage":{"displayName":"V5RC 2026 - Push Back","signature":"V5RC-PushBack-H2H-TopDownHighlighted-TileColor66_71","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"j6l0sgeN1G","x":122.60630246498404,"y":59.767145205687775,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"kocjnnJPvu","x":56.10046897409303,"y":57.303966187506624,"lock":false,"visible":true,"heading":10,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"eMcd09e8U5"},{"controls":[{"uid":"kocjnnJPvu","x":56.10046897409303,"y":57.303966187506624,"lock":false,"visible":true,"heading":10,"__type":"end-point"},{"uid":"HDibM53ePB","x":8.479007955924127,"y":112.31496426021897,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"dsugjQ1J51"},{"controls":[{"uid":"HDibM53ePB","x":8.479007955924127,"y":112.31496426021897,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"kBGgHcXxXD","x":15.04748533774053,"y":96.71483047840503,"lock":false,"visible":true,"__type":"control"},{"uid":"NvY8jY9kp0","x":144.77491362861443,"y":109.85178524203783,"lock":false,"visible":true,"__type":"control"},{"uid":"AYevGBflMF","x":170.22776348315298,"y":118.06238196930833,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"52H1y8xP86"},{"controls":[{"uid":"AYevGBflMF","x":170.22776348315298,"y":118.06238196930833,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"kwQZtSJQ9A","x":65.95318504681762,"y":121.34662066021653,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"es9yWFU3Si"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1}},"name":"Path","uid":"bsgK6AAvVU","lock":false,"visible":true}]}
